row_id,set_id,name,product_type,snapshot_date,current_price,most_expensive_card_price,chase_card_count,chase_card_index_score,set_age_years,google_trends_score,print_run_type_encoded,price_trajectory_6mo,price_trajectory_24mo,collector_demand_ratio,market_cycle_score,popularity_score,product_type_encoded,era_encoded,price_momentum_1mo,price_momentum_12mo,price_volatility_6mo,price_volatility_12mo,drawdown_12mo,history_density_12mo,available_provider_count,provider_spread_pct,provider_agreement_score,snapshot_freshness_days,liquidity_proxy_score,history_window_missing_flag,provider_context_missing_flag,price_1yr_later,price_3yr_later,price_5yr_later
ex-firered-leafgreen:2022-12-01,ex-firered-leafgreen,EX FireRed & LeafGreen,Booster Box,2022-12-01,2500.0,450.0,3,82.0,18.2533,70.0,2,0.0,,0.9,38.0,78.0,2,2,0.0,,0.0,0.0,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,2500.0,1350.0,
evolving-skies:2022-12-01,evolving-skies,Evolving Skies,Booster Box,2022-12-01,286.61,1100.0,10,95.0,1.2621,94.0,1,95.491,,0.78,38.0,95.0,2,0,12.445,,4.9882,10.7721,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,402.5,2211.0,
fossil:2022-12-01,fossil,Fossil,Booster Box,2022-12-01,7503.41,78.0,3,68.0,23.1431,60.0,2,15.478,,0.74,38.0,68.0,2,3,-0.619,31.639,4.5788,5.0816,-0.649,100.0,1.0,,,0.0,53.75,0.0,1.0,7250.5,8774.19,
fusion-strike:2022-12-01,fusion-strike,Fusion Strike,Booster Box,2022-12-01,110.4,180.0,5,80.0,1.0513,69.0,1,70.082,,0.6,38.0,70.0,2,0,5.143,2.222,10.0109,13.0212,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,141.6,904.25,
hidden-fates:2022-12-01,hidden-fates,Hidden Fates,ETB,2022-12-01,138.0,350.0,5,88.0,3.2745,79.0,2,-3.973,,0.78,38.0,85.0,3,0,-0.289,1.396,2.4528,2.3435,-6.326,100.0,1.0,,,0.0,53.75,0.0,1.0,144.28,365.62,
jungle:2022-12-01,jungle,Jungle,Booster Box,2022-12-01,4635.42,82.0,4,72.0,23.4606,63.0,2,-22.743,,0.78,38.0,70.0,2,3,0.0,-24.301,9.6163,7.0968,-24.301,100.0,1.0,,,0.0,53.75,0.0,1.0,7805.15,9828.2,
lost-origin:2022-12-01,lost-origin,Lost Origin,Booster Box,2022-12-01,125.44,320.0,4,84.0,0.2272,72.0,1,,,0.68,38.0,74.0,2,0,-67.019,,105.7088,105.7088,-67.019,100.0,1.0,,,0.0,53.75,1.0,1.0,137.75,661.0,
neo-genesis:2022-12-01,neo-genesis,Neo Genesis,Booster Box,2022-12-01,13700.0,180.0,3,78.0,21.9576,66.0,2,0.0,,0.9,38.0,72.0,2,3,0.0,,0.0,0.0,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,9019.44,15398.3,
shining-fates:2022-12-01,shining-fates,Shining Fates,ETB,2022-12-01,42.12,100.0,4,76.0,1.7796,67.0,1,17.0,,0.62,38.0,75.0,3,0,17.0,-24.933,14.029,13.6545,-28.983,100.0,1.0,,,0.0,53.75,0.0,1.0,38.99,87.72,
team-rocket:2022-12-01,team-rocket,Team Rocket,Booster Box,2022-12-01,7372.5,160.0,4,82.0,22.6037,72.0,2,9.338,,0.84,38.0,80.0,2,3,68.323,-38.562,49.7317,37.5105,-38.562,100.0,1.0,,,0.0,53.75,0.0,1.0,8500.0,9134.44,
team-up:2022-12-01,team-up,Team Up,Booster Box,2022-12-01,870.0,1000.0,5,92.0,3.8303,84.0,2,19.714,,0.86,38.0,90.0,2,0,3.493,27.941,4.5282,5.1549,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,1826.88,8212.5,
xy-evolutions:2022-12-01,xy-evolutions,XY Evolutions,Booster Box,2022-12-01,661.12,75.0,3,78.0,6.078,76.0,0,-6.555,,0.55,38.0,82.0,2,0,-15.241,3.507,8.5328,7.8075,-16.578,100.0,1.0,,,0.0,53.75,0.0,1.0,750.29,1641.0,
base-set-2:2023-01-01,base-set-2,Base Set 2,Booster Box,2023-01-01,2149.52,220.0,3,74.0,22.8528,58.0,1,-69.842,,0.72,55.0,70.0,2,3,-69.842,-69.746,44.6736,35.9722,-69.895,100.0,1.0,,,0.0,53.75,0.0,1.0,8391.75,12490.0,
base-set-unlimited:2023-01-01,base-set-unlimited,Base Set Unlimited,Booster Box,2023-01-01,20024.29,350.0,4,95.0,23.9781,88.0,2,72.623,,0.95,55.0,98.0,2,3,48.328,57.596,15.5126,14.8881,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,11860.76,26875.0,
brilliant-stars:2023-01-01,brilliant-stars,Brilliant Stars,Booster Box,2023-01-01,182.5,175.0,4,72.0,0.8487,66.0,1,38.52,,0.58,55.0,68.0,2,0,9.255,140.132,5.4756,20.4208,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,157.01,541.0,
celebrations:2023-01-01,celebrations,Celebrations,ETB,2023-01-01,66.0,95.0,4,80.0,1.232,84.0,2,-13.454,,0.7,55.0,88.0,3,0,-5.782,,18.6581,54.4966,-18.508,100.0,1.0,,,0.0,53.75,1.0,1.0,80.87,250.07,
champions-path:2023-01-01,champions-path,Champion's Path,ETB,2023-01-01,52.0,160.0,2,65.0,2.2669,54.0,1,-18.02,,0.45,55.0,52.0,3,0,-33.333,,72.2236,62.4099,-33.333,100.0,1.0,,,0.0,53.75,1.0,1.0,86.72,142.5,
cosmic-eclipse:2023-01-01,cosmic-eclipse,Cosmic Eclipse,Booster Box,2023-01-01,574.39,450.0,4,88.0,3.1677,80.0,2,26.668,,0.82,55.0,86.0,2,0,19.451,23.405,7.1936,6.5358,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,916.42,3577.08,
crown-zenith:2023-01-01,crown-zenith,Crown Zenith,ETB,2023-01-01,46.26,110.0,4,62.0,0.0,63.0,0,,,0.55,55.0,65.0,3,0,,,,,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,39.66,241.5,
ex-firered-leafgreen:2023-01-01,ex-firered-leafgreen,EX FireRed & LeafGreen,Booster Box,2023-01-01,2500.0,450.0,3,82.0,18.3381,70.0,2,0.0,,0.9,55.0,78.0,2,2,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,2500.0,1350.0,
evolving-skies:2023-01-01,evolving-skies,Evolving Skies,Booster Box,2023-01-01,338.79,1100.0,10,95.0,1.347,94.0,1,118.082,,0.78,55.0,95.0,2,0,18.206,140.943,4.6768,10.5558,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,452.88,2600.0,
fossil:2023-01-01,fossil,Fossil,Booster Box,2023-01-01,7999.89,78.0,3,68.0,23.2279,60.0,2,8.663,,0.74,55.0,68.0,2,3,6.617,38.803,2.3756,5.1888,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,6653.0,11000.0,
fusion-strike:2023-01-01,fusion-strike,Fusion Strike,Booster Box,2023-01-01,126.33,180.0,5,80.0,1.1362,69.0,1,87.072,,0.6,55.0,70.0,2,0,14.429,21.764,9.8628,13.4421,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,145.22,986.4,
hidden-fates:2023-01-01,hidden-fates,Hidden Fates,ETB,2023-01-01,165.05,350.0,5,88.0,3.3593,79.0,2,16.061,,0.78,55.0,85.0,3,0,19.601,20.51,7.3161,5.4548,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,140.88,414.22,
jungle:2023-01-01,jungle,Jungle,Booster Box,2023-01-01,3270.84,82.0,4,72.0,23.5455,63.0,2,-45.486,,0.78,55.0,70.0,2,3,-29.438,-46.585,14.5378,11.3909,-46.585,100.0,1.0,,,0.0,53.75,0.0,1.0,7611.02,11935.63,
lost-origin:2023-01-01,lost-origin,Lost Origin,Booster Box,2023-01-01,154.78,320.0,4,84.0,0.3121,72.0,1,,,0.68,55.0,74.0,2,0,23.39,,91.9379,91.9379,-59.305,100.0,1.0,,,0.0,53.75,1.0,1.0,136.0,717.62,
neo-genesis:2023-01-01,neo-genesis,Neo Genesis,Booster Box,2023-01-01,13700.0,180.0,3,78.0,22.0424,66.0,2,0.0,,0.9,55.0,72.0,2,3,0.0,,0.0,0.0,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,8901.21,15398.3,
shining-fates:2023-01-01,shining-fates,Shining Fates,ETB,2023-01-01,49.99,100.0,4,76.0,1.8645,67.0,1,26.557,,0.62,55.0,75.0,3,0,18.685,-3.865,14.9268,14.5492,-15.714,100.0,1.0,,,0.0,53.75,0.0,1.0,41.11,100.85,
team-rocket:2023-01-01,team-rocket,Team Rocket,Booster Box,2023-01-01,7500.12,160.0,4,82.0,22.6886,72.0,2,136.146,,0.84,55.0,80.0,2,3,1.731,-37.499,36.4173,37.529,-37.499,100.0,1.0,,,0.0,53.75,0.0,1.0,8254.83,7159.89,
team-up:2023-01-01,team-up,Team Up,Booster Box,2023-01-01,912.79,1000.0,5,92.0,3.9151,84.0,2,11.316,,0.86,55.0,90.0,2,0,4.918,46.869,2.4182,3.9632,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,1750.0,8637.5,
xy-evolutions:2023-01-01,xy-evolutions,XY Evolutions,Booster Box,2023-01-01,739.19,75.0,3,78.0,6.1629,76.0,0,7.199,,0.55,55.0,82.0,2,0,11.809,4.575,9.6129,7.9198,-6.727,100.0,1.0,,,0.0,53.75,0.0,1.0,798.87,1725.0,
base-set-2:2023-02-01,base-set-2,Base Set 2,Booster Box,2023-02-01,7127.5,220.0,3,74.0,22.9377,58.0,1,-0.175,,0.72,55.0,70.0,2,3,231.586,0.317,69.2079,51.1135,-0.175,100.0,1.0,,,0.0,53.75,0.0,1.0,8391.75,13459.33,
base-set-unlimited:2023-02-01,base-set-unlimited,Base Set Unlimited,Booster Box,2023-02-01,13500.0,350.0,4,95.0,24.063,88.0,2,29.926,,0.95,55.0,98.0,2,3,-32.582,35.0,23.3077,17.6495,-32.582,100.0,1.0,,,0.0,53.75,0.0,1.0,12901.0,27125.95,
brilliant-stars:2023-02-01,brilliant-stars,Brilliant Stars,Booster Box,2023-02-01,162.5,175.0,4,72.0,0.9336,66.0,1,18.865,,0.58,55.0,68.0,2,0,-10.959,113.816,8.4473,20.2858,-10.959,100.0,1.0,,,0.0,53.75,0.0,1.0,140.43,604.49,
celebrations:2023-02-01,celebrations,Celebrations,ETB,2023-02-01,74.69,95.0,4,80.0,1.3169,84.0,2,-7.779,,0.7,55.0,88.0,3,0,13.167,14.908,19.2761,51.8294,-7.779,100.0,1.0,,,0.0,53.75,0.0,1.0,77.69,280.48,
champions-path:2023-02-01,champions-path,Champion's Path,ETB,2023-02-01,61.36,160.0,2,65.0,2.3518,54.0,1,156.093,,0.45,55.0,52.0,3,0,18.0,7.933,58.716,59.4407,-21.333,100.0,1.0,,,0.0,53.75,0.0,1.0,69.3,152.17,
cosmic-eclipse:2023-02-01,cosmic-eclipse,Cosmic Eclipse,Booster Box,2023-02-01,650.0,450.0,4,88.0,3.2526,80.0,2,44.583,,0.82,55.0,86.0,2,0,13.164,41.921,7.408,7.0572,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,864.68,3788.5,
crown-zenith:2023-02-01,crown-zenith,Crown Zenith,ETB,2023-02-01,52.5,110.0,4,62.0,0.0329,63.0,0,,,0.55,55.0,65.0,3,0,13.489,,,,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,40.0,256.89,
ex-firered-leafgreen:2023-02-01,ex-firered-leafgreen,EX FireRed & LeafGreen,Booster Box,2023-02-01,2500.0,450.0,3,82.0,18.423,70.0,2,0.0,,0.9,55.0,78.0,2,2,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,2500.0,1350.0,
evolving-skies:2023-02-01,evolving-skies,Evolving Skies,Booster Box,2023-02-01,329.64,1100.0,10,95.0,1.4319,94.0,1,103.118,,0.78,55.0,95.0,2,0,-2.701,134.436,7.0232,10.5965,-2.701,100.0,1.0,,,0.0,53.75,0.0,1.0,529.0,2521.86,
fossil:2023-02-01,fossil,Fossil,Booster Box,2023-02-01,7999.89,78.0,3,68.0,23.3128,60.0,2,6.665,,0.74,55.0,68.0,2,3,0.0,37.929,2.4146,5.213,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,7040.37,11650.0,
fusion-strike:2023-02-01,fusion-strike,Fusion Strike,Booster Box,2023-02-01,125.59,180.0,5,80.0,1.2211,69.0,1,36.719,,0.6,55.0,70.0,2,0,-0.586,21.66,4.6191,13.4432,-0.586,100.0,1.0,,,0.0,53.75,0.0,1.0,154.75,969.19,
hidden-fates:2023-02-01,hidden-fates,Hidden Fates,ETB,2023-02-01,142.91,350.0,5,88.0,3.4442,79.0,2,0.996,,0.78,55.0,85.0,3,0,-13.414,3.678,9.7054,7.0239,-13.414,100.0,1.0,,,0.0,53.75,0.0,1.0,141.95,450.0,
jungle:2023-02-01,jungle,Jungle,Booster Box,2023-02-01,3302.35,82.0,4,72.0,23.6304,63.0,2,-44.961,,0.78,55.0,70.0,2,3,0.963,-45.64,14.6529,11.4579,-45.64,100.0,1.0,,,0.0,53.75,0.0,1.0,7687.93,9339.04,
lost-origin:2023-02-01,lost-origin,Lost Origin,Booster Box,2023-02-01,141.08,320.0,4,84.0,0.397,72.0,1,17.459,,0.68,55.0,74.0,2,0,-8.851,,82.4684,82.4684,-62.907,100.0,1.0,,,0.0,53.75,1.0,1.0,147.38,715.0,
neo-genesis:2023-02-01,neo-genesis,Neo Genesis,Booster Box,2023-02-01,4219.33,180.0,3,78.0,22.1273,66.0,2,-69.202,,0.9,55.0,72.0,2,3,-69.202,-69.202,43.891,35.3316,-69.202,100.0,1.0,,,0.0,53.75,0.0,1.0,8924.4,15398.3,
shining-fates:2023-02-01,shining-fates,Shining Fates,ETB,2023-02-01,36.0,100.0,4,76.0,1.9493,67.0,1,10.769,,0.62,55.0,75.0,3,0,-27.986,-39.302,18.7493,16.428,-39.302,100.0,1.0,,,0.0,53.75,0.0,1.0,37.29,105.0,
team-rocket:2023-02-01,team-rocket,Team Rocket,Booster Box,2023-02-01,5425.84,160.0,4,82.0,22.7734,72.0,2,-10.963,,0.84,55.0,80.0,2,3,-27.657,-54.785,31.536,38.3061,-54.785,100.0,1.0,,,0.0,53.75,0.0,1.0,8170.92,7300.0,
team-up:2023-02-01,team-up,Team Up,Booster Box,2023-02-01,990.25,1000.0,5,92.0,4.0,84.0,2,20.978,,0.86,55.0,90.0,2,0,8.486,57.503,3.1652,4.1296,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,1872.63,9537.5,
xy-evolutions:2023-02-01,xy-evolutions,XY Evolutions,Booster Box,2023-02-01,718.57,75.0,3,78.0,6.2478,76.0,0,3.99,,0.55,55.0,82.0,2,0,-2.79,3.765,9.7289,7.9425,-9.329,100.0,1.0,,,0.0,53.75,0.0,1.0,789.82,1861.48,
base-set-2:2023-03-01,base-set-2,Base Set 2,Booster Box,2023-03-01,7128.06,220.0,3,74.0,23.0144,58.0,1,-0.091,,0.72,55.0,70.0,2,3,0.008,0.325,69.2079,48.9375,-0.167,100.0,1.0,,,0.0,53.75,0.0,1.0,8283.5,13955.02,
base-set-unlimited:2023-03-01,base-set-unlimited,Base Set Unlimited,Booster Box,2023-03-01,18000.0,350.0,4,95.0,24.1396,88.0,2,55.172,,0.95,55.0,98.0,2,3,33.333,92.049,25.0278,18.8057,-10.109,100.0,1.0,,,0.0,53.75,0.0,1.0,12901.0,31000.0,
brilliant-stars:2023-03-01,brilliant-stars,Brilliant Stars,Booster Box,2023-03-01,155.86,175.0,4,72.0,1.0103,66.0,1,9.437,,0.58,55.0,68.0,2,0,-4.086,23.209,8.8037,15.2877,-14.597,100.0,1.0,,,0.0,53.75,0.0,1.0,158.45,582.52,
celebrations:2023-03-01,celebrations,Celebrations,ETB,2023-03-01,68.01,95.0,4,80.0,1.3936,84.0,2,16.916,,0.7,55.0,88.0,3,0,-8.944,4.631,14.0954,49.5141,-16.027,100.0,1.0,,,0.0,53.75,0.0,1.0,79.99,318.7,
champions-path:2023-03-01,champions-path,Champion's Path,ETB,2023-03-01,69.22,160.0,2,65.0,2.4285,54.0,1,60.38,,0.45,55.0,52.0,3,0,12.81,21.759,55.4812,56.7673,-11.256,100.0,1.0,,,0.0,53.75,0.0,1.0,82.61,150.0,
cosmic-eclipse:2023-03-01,cosmic-eclipse,Cosmic Eclipse,Booster Box,2023-03-01,583.86,450.0,4,88.0,3.3292,80.0,2,18.671,,0.82,55.0,86.0,2,0,-10.175,28.321,9.4938,7.9723,-10.175,100.0,1.0,,,0.0,53.75,0.0,1.0,850.0,3670.38,
crown-zenith:2023-03-01,crown-zenith,Crown Zenith,ETB,2023-03-01,62.0,110.0,4,62.0,0.1095,63.0,0,,,0.55,55.0,65.0,3,0,18.095,,,,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,37.75,274.77,
ex-firered-leafgreen:2023-03-01,ex-firered-leafgreen,EX FireRed & LeafGreen,Booster Box,2023-03-01,2500.0,450.0,3,82.0,18.4997,70.0,2,0.0,,0.9,55.0,78.0,2,2,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,2500.0,1615.42,
evolving-skies:2023-03-01,evolving-skies,Evolving Skies,Booster Box,2023-03-01,378.5,1100.0,10,95.0,1.5086,94.0,1,109.139,,0.78,55.0,95.0,2,0,14.822,169.184,7.0445,10.2834,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,667.5,2600.0,
fossil:2023-03-01,fossil,Fossil,Booster Box,2023-03-01,7999.02,78.0,3,68.0,23.3895,60.0,2,6.654,34.406,0.74,55.0,68.0,2,3,-0.011,43.22,2.4154,4.9202,-0.011,100.0,1.0,,,0.0,53.75,0.0,1.0,7800.0,11000.0,
fusion-strike:2023-03-01,fusion-strike,Fusion Strike,Booster Box,2023-03-01,131.25,180.0,5,80.0,1.2977,69.0,1,31.263,,0.6,55.0,70.0,2,0,4.507,26.555,4.3822,13.4588,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,222.78,951.0,
hidden-fates:2023-03-01,hidden-fates,Hidden Fates,ETB,2023-03-01,145.6,350.0,5,88.0,3.5209,79.0,2,-1.168,,0.78,55.0,85.0,3,0,1.882,0.58,9.5946,6.9075,-11.784,100.0,1.0,,,0.0,53.75,0.0,1.0,145.8,422.98,
jungle:2023-03-01,jungle,Jungle,Booster Box,2023-03-01,5600.59,82.0,4,72.0,23.707,63.0,2,-6.657,-32.523,0.78,55.0,70.0,2,3,69.594,-6.764,27.8835,19.7273,-7.531,100.0,1.0,,,0.0,53.75,0.0,1.0,7332.43,11201.04,
lost-origin:2023-03-01,lost-origin,Lost Origin,Booster Box,2023-03-01,143.98,320.0,4,84.0,0.4736,72.0,1,19.873,,0.68,55.0,74.0,2,0,2.056,,75.2843,75.2843,-62.144,100.0,1.0,,,0.0,53.75,1.0,1.0,176.79,707.5,
neo-genesis:2023-03-01,neo-genesis,Neo Genesis,Booster Box,2023-03-01,4219.33,180.0,3,78.0,22.204,66.0,2,-69.202,,0.9,55.0,72.0,2,3,0.0,-69.202,43.891,33.8571,-69.202,100.0,1.0,,,0.0,53.75,0.0,1.0,9404.87,15398.3,
shining-fates:2023-03-01,shining-fates,Shining Fates,ETB,2023-03-01,49.99,100.0,4,76.0,2.026,67.0,1,38.861,-4.781,0.62,55.0,75.0,3,0,38.861,8.674,22.0614,17.9641,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,34.55,111.15,
team-rocket:2023-03-01,team-rocket,Team Rocket,Booster Box,2023-03-01,5496.08,160.0,4,82.0,22.8501,72.0,2,-18.893,-54.199,0.84,55.0,80.0,2,3,1.295,-27.683,31.106,36.4704,-27.683,100.0,1.0,,,0.0,53.75,0.0,1.0,9035.55,8450.0,
xy-evolutions:2023-03-01,xy-evolutions,XY Evolutions,Booster Box,2023-03-01,742.0,75.0,3,78.0,6.3244,76.0,0,12.509,,0.55,55.0,82.0,2,0,3.261,2.345,9.4501,7.8896,-6.372,100.0,1.0,,,0.0,53.75,0.0,1.0,738.5,2112.5,
base-set-2:2023-04-01,base-set-2,Base Set 2,Booster Box,2023-04-01,7127.51,220.0,3,74.0,23.0992,58.0,1,-0.001,,0.72,55.0,70.0,2,3,-0.008,0.0,69.2079,48.9374,-0.175,100.0,1.0,,,0.0,53.75,0.0,1.0,8391.75,13935.87,
base-set-unlimited:2023-04-01,base-set-unlimited,Base Set Unlimited,Booster Box,2023-04-01,18000.0,350.0,4,95.0,24.2245,88.0,2,49.39,15.974,0.95,55.0,98.0,2,3,0.0,73.506,25.1567,18.8029,-10.109,100.0,1.0,,,0.0,53.75,0.0,1.0,12068.81,36228.57,
brilliant-stars:2023-04-01,brilliant-stars,Brilliant Stars,Booster Box,2023-04-01,169.99,175.0,4,72.0,1.0951,66.0,1,19.434,,0.58,55.0,68.0,2,0,9.066,20.989,9.1408,15.2089,-6.855,100.0,1.0,,,0.0,53.75,0.0,1.0,155.0,589.0,
celebrations:2023-04-01,celebrations,Celebrations,ETB,2023-04-01,70.85,95.0,4,80.0,1.4784,84.0,2,12.998,,0.7,55.0,88.0,3,0,4.176,9.0,13.9547,47.4171,-12.52,100.0,1.0,,,0.0,53.75,0.0,1.0,69.25,335.0,
champions-path:2023-04-01,champions-path,Champion's Path,ETB,2023-04-01,52.65,160.0,2,65.0,2.5133,54.0,1,166.582,,0.45,55.0,52.0,3,0,-23.938,-7.388,44.4892,54.9445,-32.5,100.0,1.0,,,0.0,53.75,0.0,1.0,73.0,158.95,
cosmic-eclipse:2023-04-01,cosmic-eclipse,Cosmic Eclipse,Booster Box,2023-04-01,517.86,450.0,4,88.0,3.4141,80.0,2,4.618,5528.913,0.82,55.0,86.0,2,0,-11.304,13.566,11.0285,8.8735,-20.329,100.0,1.0,,,0.0,53.75,0.0,1.0,849.55,3681.31,
crown-zenith:2023-04-01,crown-zenith,Crown Zenith,ETB,2023-04-01,44.51,110.0,4,62.0,0.1944,63.0,0,,,0.55,55.0,65.0,3,0,-28.21,,22.5845,22.5845,-28.21,100.0,1.0,,,0.0,53.75,1.0,1.0,43.99,306.67,
ex-firered-leafgreen:2023-04-01,ex-firered-leafgreen,EX FireRed & LeafGreen,Booster Box,2023-04-01,2500.0,450.0,3,82.0,18.5845,70.0,2,0.0,,0.9,55.0,78.0,2,2,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,1352.37,1647.52,
evolving-skies:2023-04-01,evolving-skies,Evolving Skies,Booster Box,2023-04-01,377.81,1100.0,10,95.0,1.5934,94.0,1,78.028,,0.78,55.0,95.0,2,0,-0.182,176.784,8.1354,10.0566,-0.182,100.0,1.0,,,0.0,53.75,0.0,1.0,658.5,2501.95,
fossil:2023-04-01,fossil,Fossil,Booster Box,2023-04-01,7963.94,78.0,3,68.0,23.4743,60.0,2,5.448,33.817,0.74,55.0,68.0,2,3,-0.439,39.846,2.4812,5.0059,-0.449,100.0,1.0,,,0.0,53.75,0.0,1.0,8321.9,11955.27,
fusion-strike:2023-04-01,fusion-strike,Fusion Strike,Booster Box,2023-04-01,130.35,180.0,5,80.0,1.3826,69.0,1,27.171,,0.6,55.0,70.0,2,0,-0.686,30.363,4.7714,13.3805,-0.686,100.0,1.0,,,0.0,53.75,0.0,1.0,236.47,974.25,
hidden-fates:2023-04-01,hidden-fates,Hidden Fates,ETB,2023-04-01,150.11,350.0,5,88.0,3.6057,79.0,2,6.085,,0.78,55.0,85.0,3,0,3.098,5.001,9.4851,6.9423,-9.052,100.0,1.0,,,0.0,53.75,0.0,1.0,138.04,469.98,
jungle:2023-04-01,jungle,Jungle,Booster Box,2023-04-01,6262.73,82.0,4,72.0,23.7919,63.0,2,35.106,-24.545,0.78,55.0,70.0,2,3,11.823,3.937,25.7586,19.9951,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,7234.05,13453.19,
lost-origin:2023-04-01,lost-origin,Lost Origin,Booster Box,2023-04-01,162.34,320.0,4,84.0,0.5585,72.0,1,78.396,,0.68,55.0,74.0,2,0,12.752,,74.023,69.7705,-57.317,100.0,1.0,,,0.0,53.75,1.0,1.0,234.38,720.0,
neo-genesis:2023-04-01,neo-genesis,Neo Genesis,Booster Box,2023-04-01,4219.33,180.0,3,78.0,22.2888,66.0,2,-69.202,,0.9,55.0,72.0,2,3,0.0,-69.202,43.891,32.5504,-69.202,100.0,1.0,,,0.0,53.75,0.0,1.0,8759.73,7600.0,
scarlet-violet-base:2023-04-01,scarlet-violet-base,Scarlet & Violet Base,Booster Box,2023-04-01,208.28,45.0,1,50.0,0.0027,42.0,1,,,0.4,55.0,44.0,2,0,,,,,0.0,100.0,1.0,,,0.0,53.75,1.0,1.0,88.5,248.85,
shining-fates:2023-04-01,shining-fates,Shining Fates,ETB,2023-04-01,44.0,100.0,4,76.0,2.1109,67.0,1,6.024,-16.19,0.62,55.0,75.0,3,0,-11.982,4.488,22.5645,18.1693,-11.982,100.0,1.0,,,0.0,53.75,0.0,1.0,36.91,119.72,
team-rocket:2023-04-01,team-rocket,Team Rocket,Booster Box,2023-04-01,5542.26,160.0,4,82.0,22.935,72.0,2,-20.061,-53.814,0.84,55.0,80.0,2,3,0.84,-27.076,31.0658,36.4763,-27.076,100.0,1.0,,,0.0,53.75,0.0,1.0,9478.82,9134.44,
team-up:2023-04-01,team-up,Team Up,Booster Box,2023-04-01,1078.21,1000.0,5,92.0,4.1615,84.0,2,25.184,964.899,0.86,55.0,90.0,2,0,14.185,63.118,6.0765,5.4199,0.0,100.0,1.0,,,0.0,53.75,0.0,1.0,1953.19,10000.0,
xy-evolutions:2023-04-01,xy-evolutions,XY Evolutions,Booster Box,2023-04-01,737.71,75.0,3,78.0,6.4093,76.0,0,1.87,23.717,0.55,55.0,82.0,2,0,-0.578,-6.914,8.8623,7.4399,-6.914,100.0,1.0,,,0.0,53.75,0.0,1.0,754.76,2300.0,
base-set-2:2023-05-01,base-set-2,Base Set 2,Booster Box,2023-05-01,7127.69,220.0,3,74.0,23.1814,58.0,1,0.003,,0.72,55.0,70.0,2,3,0.003,0.003,69.2079,48.9374,-0.173,100.0,1.0,,,0.0,53.75,0.0,1.0,8391.75,13935.87,
base-set-unlimited:2023-05-01,base-set-unlimited,Base Set Unlimited,Booster Box,2023-05-01,13241.1,350.0,4,95.0,24.3066,88.0,2,9.894,-14.687,0.95,55.0,98.0,2,3,-26.438,14.316,28.849,21.0199,-33.875,100.0,1.0,,,0.0,53.75,0.0,1.0,11901.75,36228.57,
brilliant-stars:2023-05-01,brilliant-stars,Brilliant Stars,Booster Box,2023-05-01,156.35,175.0,4,72.0,1.1773,66.0,1,9.566,,0.58,55.0,68.0,2,0,-8.024,15.815,10.082,15.3895,-14.329,100.0,1.0,,,0.0,53.75,0.0,1.0,174.55,589.0,
celebrations:2023-05-01,celebrations,Celebrations,ETB,2023-05-01,76.0,95.0,4,80.0,1.5606,84.0,2,40.741,,0.7,55.0,88.0,3,0,7.269,220.54,11.7241,36.2109,-6.161,100.0,1.0,,,0.0,53.75,0.0,1.0,62.21,335.0,
champions-path:2023-05-01,champions-path,Champion's Path,ETB,2023-05-01,76.14,160.0,2,65.0,2.5955,54.0,1,148.661,,0.45,55.0,52.0,3,0,44.615,95.231,43.8429,54.6195,-2.385,100.0,1.0,,,0.0,53.75,0.0,1.0,73.59,158.95,
cosmic-eclipse:2023-05-01,cosmic-eclipse,Cosmic Eclipse,Booster Box,2023-05-01,621.25,450.0,4,88.0,3.4962,80.0,2,26.399,6652.717,0.82,55.0,86.0,2,0,19.965,28.093,12.7314,10.0025,-4.423,100.0,1.0,,,0.0,53.75,0.0,1.0,845.0,3681.31,
